//BUS_node1_sender_serial

=== BUS Topology System ===
# connected_node=1, role=sender, target=5
# direct logical CAN delivery; no visible forwarding logs
# hidden_nodes=2,3,4 are not connected to PC; hidden errors are inferred from missing/delayed receiver logs
# log_format: S,time,origin,seq,target | E,time,node | W,time,node
# [START] BUS Experiment Started.
S,21500,1,1,5
S,21600,1,2,5
S,21700,1,3,5
S,21800,1,4,5
S,21900,1,5,5
S,22000,1,6,5
S,22100,1,7,5
S,22200,1,8,5
S,22300,1,9,5
S,22400,1,10,5
S,22500,1,11,5
S,22600,1,12,5
S,22700,1,13,5
S,22800,1,14,5
S,22900,1,15,5
S,23000,1,16,5
S,23100,1,17,5
S,23200,1,18,5
S,23300,1,19,5
S,23400,1,20,5
S,23500,1,21,5
E,23575,1
W,24070,1
S,24100,1,27,5
S,24200,1,28,5
S,24300,1,29,5
S,24400,1,30,5
S,24500,1,31,5
S,24600,1,32,5
S,24700,1,33,5
S,24800,1,34,5
S,24900,1,35,5
S,25000,1,36,5
S,25100,1,37,5
S,25200,1,38,5
S,25300,1,39,5
S,25400,1,40,5
S,25500,1,41,5
S,25600,1,42,5
S,25700,1,43,5
S,25800,1,44,5
S,25900,1,45,5
S,26000,1,46,5
S,26100,1,47,5
S,26200,1,48,5
S,26300,1,49,5
S,26400,1,50,5
S,26500,1,51,5
S,26600,1,52,5
S,26700,1,53,5
S,26800,1,54,5
S,26900,1,55,5
S,27000,1,56,5
S,27100,1,57,5
S,27200,1,58,5
S,27300,1,59,5
S,27400,1,60,5
S,27500,1,61,5
S,27600,1,62,5
S,27700,1,63,5
S,27800,1,64,5
S,27900,1,65,5
S,28000,1,66,5
S,28100,1,67,5
S,28200,1,68,5
S,28300,1,69,5
S,28400,1,70,5
S,28500,1,71,5
S,28600,1,72,5
S,28700,1,73,5
S,28800,1,74,5
S,28900,1,75,5
S,29000,1,76,5
S,29100,1,77,5
S,29200,1,78,5
S,29300,1,79,5
S,29400,1,80,5
S,29500,1,81,5
S,29600,1,82,5
S,29700,1,83,5
S,29800,1,84,5
S,29900,1,85,5
S,30000,1,86,5
S,30100,1,87,5
S,30200,1,88,5
S,30300,1,89,5
S,30400,1,90,5
# [END] attempted_seq=1..90, visible_sent=85


//BUS_node5_receiver_serial

=== BUS Topology System ===
# connected_node=5, role=receiver, source=1
# direct logical CAN delivery; no visible forwarding logs
# hidden_nodes=2,3,4 are not connected to PC; hidden F/E/W logs are not visible
# log_format: R,time,origin,seq,target | E,time,node | W,time,node
R,21507,1,1,5
R,21608,1,2,5
R,21707,1,3,5
R,21810,1,4,5
R,21908,1,5,5
R,22008,1,6,5
R,22108,1,7,5
R,22208,1,8,5
R,22309,1,9,5
R,22407,1,10,5
R,22507,1,11,5
R,22609,1,12,5
R,22711,1,13,5
R,22810,1,14,5
R,22907,1,15,5
R,23007,1,16,5
R,23110,1,17,5
R,23207,1,18,5
R,23309,1,19,5
R,23410,1,20,5
R,23509,1,21,5
R,24109,1,27,5
R,24209,1,28,5
R,24309,1,29,5
R,24409,1,30,5
R,24508,1,31,5
R,24609,1,32,5
R,24707,1,33,5
R,24810,1,34,5
R,24908,1,35,5
R,25008,1,36,5
R,25111,1,37,5
R,25209,1,38,5
R,25311,1,39,5
R,25410,1,40,5
R,25708,1,43,5
R,25808,1,44,5
R,25910,1,45,5
R,26008,1,46,5
R,26109,1,47,5
R,26209,1,48,5
R,26309,1,49,5
R,26409,1,50,5
R,26508,1,51,5
R,26611,1,52,5
R,26707,1,53,5
R,26810,1,54,5
E,26875,5
W,27570,5
R,27609,1,62,5
R,27711,1,63,5
R,27807,1,64,5
R,27908,1,65,5
R,28011,1,66,5
R,28110,1,67,5
R,28211,1,68,5
R,28311,1,69,5
R,28408,1,70,5
R,28508,1,71,5
R,28609,1,72,5
R,28711,1,73,5
R,28808,1,74,5
R,28908,1,75,5
R,29011,1,76,5
R,29108,1,77,5
R,29208,1,78,5
R,29310,1,79,5
R,29409,1,80,5
R,29508,1,81,5
R,29607,1,82,5
R,29710,1,83,5
R,29809,1,84,5
R,29911,1,85,5
R,30008,1,86,5
R,30109,1,87,5
R,30211,1,88,5
R,30309,1,89,5
R,30409,1,90,5
